"id";"source";"name_short";"name_full";"name_norm";"born";"died";"linkname";"nationality";"region";"description";"image";"imgfull";"pageurl";"wordcount";"introduction";"rank";"spotify";"clicks";"catalogued";"female";"general";"view";"preview_music";"tier"
233;"Ibert (composer)";"Ibert";"Jacques Ibert";"Jacques Ibert";1890;1962;"Jacques_Ibert";"France";"B France-Belgium";"French composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Jacques_Ibert.jpg/238px-Jacques_Ibert.jpg";"https://upload.wikimedia.org/wikipedia/commons/8/8c/Jacques_Ibert.jpg";"https://en.wikipedia.org/wiki/Jacques_Ibert";1908;"Jacques François Antoine Marie Ibert was a French composer of classical music. Having studied music from an early age, he studied at the Paris Conservatoire and won its top prize, the Prix de Rome at his first attempt, despite studies interrupted by his service in World War I.";0.44;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/c9a2bb6b2503d9952bafacc34c83891321709668?cid=3796d35078a440fd9c34dd8eefe7d600";0
234;"Reinecke (composer)";"Reinecke";"Carl Reinecke";"Carl Reinecke";1824;1910;"Carl_Reinecke";"Germany";"A Austria-Germany";"German composer, conductor and pianist";"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/C.Reinecke-1890.jpg/229px-C.Reinecke-1890.jpg";"https://upload.wikimedia.org/wikipedia/commons/d/d2/C.Reinecke-1890.jpg";"https://en.wikipedia.org/wiki/Carl_Reinecke";1156;"Carl Heinrich Carsten Reinecke was a German composer, conductor, and pianist.";0.44;"";3;0;0;0;0;"https://p.scdn.co/mp3-preview/90370ea1189cce87d8f3dbe47e7c0f7ccbfdc03b?cid=3796d35078a440fd9c34dd8eefe7d600";3
235;"Glière (composer)";"Glière";"Reinhold Glière";"Reinhold Gliere";1875;1956;"Reinhold_Glière";"Ukraine";"E Slavic Countries";"ukrainian soviet composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Reinhold_Gli%C3%A8re.jpg/203px-Reinhold_Gli%C3%A8re.jpg";"https://upload.wikimedia.org/wikipedia/commons/2/21/Reinhold_Gli%C3%A8re.jpg";"https://en.wikipedia.org/wiki/Reinhold_Glière";2368;"Reinhold Moritzevich Glière, PAU, was a composer in the Russian Empire and Soviet Union, of German and Polish descent.";0.7;"";7;0;0;0;0;"https://p.scdn.co/mp3-preview/09ffd06fdfb21720987c68bc65e51b0d32317805?cid=3796d35078a440fd9c34dd8eefe7d600";0
236;"Albinoni (composer)";"Albinoni";"Tomaso Albinoni";"Tomaso Albinoni";1671;1751;"Tomaso_Albinoni";"Italy";"C Italy";"Italian composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Albinoni.jpg/259px-Albinoni.jpg";"https://upload.wikimedia.org/wikipedia/commons/2/21/Albinoni.jpg";"https://en.wikipedia.org/wiki/Tomaso_Albinoni";1063;"Tomaso Giovanni Albinoni was an Italian Baroque composer. While famous in his day as an opera composer, he is known today for his instrumental music, especially his concertos. He is also remembered today for a work called ""Adagio in G minor"", supposedly written by him, but probably written by Remo Giazotto, a modern musicologist and composer, who was a cataloger of the works of Albinoni.";0.28;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/aed75723c9b507f1afd047bd48960b83d3554630?cid=3796d35078a440fd9c34dd8eefe7d600";0
237;"Sandstrom (composer)";"Sandström";"Jan Sandström";"Jan Sandstrom";1954;2050;"Jan_Sandström_(composer)";"Sweden";"F Nordic Countries";"Swedish composer";"";"";"https://en.wikipedia.org/wiki/Jan_Sandström_(composer)";733;"Jan Sandström is a Swedish classical music composer. His compositions include the so-called Motorbike Concerto for trombone and orchestra and his choral setting of Es ist ein Ros entsprungen.";0.09;"";6;0;0;0;0;"https://p.scdn.co/mp3-preview/cf81b796d4a550b348edc671f1ba01b4c1b518cb?cid=3796d35078a440fd9c34dd8eefe7d600";0
238;"Rota (composer)";"Rota";"Nino Rota";"Nino Rota";1911;1979;"Nino_Rota";"Italy";"C Italy";"Italian composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Nino_Rota_Riccardo_Bacchelli_e_Bruno_Maderna.jpg/320px-Nino_Rota_Riccardo_Bacchelli_e_Bruno_Maderna.jpg";"https://upload.wikimedia.org/wikipedia/commons/a/a6/Nino_Rota_Riccardo_Bacchelli_e_Bruno_Maderna.jpg";"https://en.wikipedia.org/wiki/Nino_Rota";1688;"Giovanni ""Nino"" Rota was an Italian composer, pianist, conductor and academic who is best known for his film scores, notably for the films of Federico Fellini and Luchino Visconti. He also composed the music for two of Franco Zeffirelli's Shakespeare films, and for the first two films of Francis Ford Coppola's Godfather trilogy, receiving the Academy Award for Best Original Score for The Godfather Part II (1974).";0.43;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/91e7437ef3604aee4c1078f8727c8fe4d1b92880?cid=3796d35078a440fd9c34dd8eefe7d600";0
239;"Kozeluch (composer)";"Koželuch";"Leopold Koželuch";"Leopold Kozeluch";1747;1818;"Leopold_Koželuch";"Czech Republic";"E Slavic Countries";"Czech music educator, composer and pianist";"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Kozeluh349.jpg/262px-Kozeluh349.jpg";"https://upload.wikimedia.org/wikipedia/commons/d/d6/Kozeluh349.jpg";"https://en.wikipedia.org/wiki/Leopold_Koželuch";1694;"Leopold Koželuch was a Czech composer and music teacher.";0.09;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/48967f1ef68e583e91a164662a0476a3e038c609?cid=3796d35078a440fd9c34dd8eefe7d600";0
240;"Alwyn (composer)";"Alwyn";"William Alwyn";"William Alwyn";1905;1985;"William_Alwyn";"United Kingdom";"C2 England";"English composer, conductor, and music teacher";"https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Williamalwyn.jpg/274px-Williamalwyn.jpg";"https://upload.wikimedia.org/wikipedia/en/c/c2/Williamalwyn.jpg";"https://en.wikipedia.org/wiki/William_Alwyn";1337;"William Alwyn, born William Alwyn Smith, was an English composer, conductor, and music teacher.";0.59;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/0d1e3ae62f85f6c055d47a2cb5251f8bfaf36248?cid=3796d35078a440fd9c34dd8eefe7d600";3
241;"Krumpholtz (composer)";"Krumpholz";"Jean-Baptiste Krumpholz";"Jean-Baptiste Krumpholz";1742;1790;"Jean-Baptiste_Krumpholz";"Czech Republic";"E Slavic Countries";"Czech harpist and composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Jan_K%C5%99titel_Krumpholtz.jpg/201px-Jan_K%C5%99titel_Krumpholtz.jpg";"https://upload.wikimedia.org/wikipedia/commons/f/fe/Jan_K%C5%99titel_Krumpholtz.jpg";"https://en.wikipedia.org/wiki/Jean-Baptiste_Krumpholz";383;"Jean-Baptiste Krumpholz was a Czech composer and harpist.";0.38;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/2825f99ef976359096f89bb0d274ccebe87a7996?cid=3796d35078a440fd9c34dd8eefe7d600";0
242;"Dussek (composer)";"Dussek";"Jan Ladislav Dussek";"Jan Ladislav Dussek";1760;1812;"Jan_Ladislav_Dussek";"Czech Republic";"E Slavic Countries";"Czech composer and pianist";"https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Jan_Ladislav_Dussek.jpg/255px-Jan_Ladislav_Dussek.jpg";"https://upload.wikimedia.org/wikipedia/commons/e/e9/Jan_Ladislav_Dussek.jpg";"https://en.wikipedia.org/wiki/Jan_Ladislav_Dussek";4028;"Jan Ladislav Dussek was a Czech composer and pianist. He was an important representative of Czech music abroad in the second half of the 18th century and the beginning of the 19th century. Some of his more forward-looking piano works have traits often associated with Romanticism.";0.37;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/5adcbc0565c9ed03d6d2ede11ed0154f0ce63f58?cid=3796d35078a440fd9c34dd8eefe7d600";0
243;"Hovhaness (composer)";"Hovhaness";"Alan Hovhaness";"Alan Hovhaness";1911;2000;"Alan_Hovhaness";"Armenia";"H United States";"Armenian-American composer";"https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Alan_Hovhaness.jpg/217px-Alan_Hovhaness.jpg";"https://upload.wikimedia.org/wikipedia/en/0/07/Alan_Hovhaness.jpg";"https://en.wikipedia.org/wiki/Alan_Hovhaness";3564;"Alan Hovhaness was an American composer. He was one of the most prolific 20th-century composers, with his official catalog comprising 67 numbered symphonies and 434 opus numbers. The true tally is well over 500 surviving works since many opus numbers comprise two or more distinct works.";0.43;"";3;0;0;0;0;"https://p.scdn.co/mp3-preview/07b5ec999bd8f22f3ab6c859cc7730498373ec68?cid=3796d35078a440fd9c34dd8eefe7d600";0
244;"Paganini (composer)";"Paganini";"Niccolò Paganini";"Niccolo Paganini";1782;1840;"Niccolò_Paganini";"Italy";"C Italy";"Italian violinist, violist, composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/NiccoloPaganini.jpeg/228px-NiccoloPaganini.jpeg";"https://upload.wikimedia.org/wikipedia/commons/f/f7/NiccoloPaganini.jpeg";"https://en.wikipedia.org/wiki/Niccolò_Paganini";4138;"Niccolò Paganini was an Italian violinist, violist, guitarist, and composer. He was the most celebrated violin virtuoso of his time, and left his mark as one of the pillars of modern violin technique. His 24 Caprices for Solo Violin Op. 1 are among the best known of his compositions, and have served as an inspiration for many prominent composers.";0.34;"";3;0;0;0;0;"https://p.scdn.co/mp3-preview/655c1320493244eb033c379a97c0fa843437b6cd?cid=3796d35078a440fd9c34dd8eefe7d600";2
245;"Khachaturian (composer)";"Khachaturian";"Aram Khachaturian";"Aram Khachaturian";1903;1978;"Aram_Khachaturian";"Russian Federation";"D Russia";"Soviet composer and conductor";"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Aram_Khachaturian_1971.png/289px-Aram_Khachaturian_1971.png";"https://upload.wikimedia.org/wikipedia/commons/c/c4/Aram_Khachaturian_1971.png";"https://en.wikipedia.org/wiki/Aram_Khachaturian";8280;"Aram Il'yich Khachaturian was a Soviet Armenian composer and conductor. He is considered one of the leading Soviet composers.";0.4;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/622f5be599c44c0772f7dff11dcb3a0938661bff?cid=3796d35078a440fd9c34dd8eefe7d600";3
246;"Chausson (composer)";"Chausson";"Ernest Chausson";"Ernest Chausson";1855;1899;"Ernest_Chausson";"France";"B France-Belgium";"French composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/A-Ernest_Chausson_1.jpg/240px-A-Ernest_Chausson_1.jpg";"https://upload.wikimedia.org/wikipedia/commons/c/c0/A-Ernest_Chausson_1.jpg";"https://en.wikipedia.org/wiki/Ernest_Chausson";1105;"Amédée-Ernest Chausson was a French romantic composer who died just as his career was beginning to flourish.";0.2;"";4;0;0;0;0;"https://p.scdn.co/mp3-preview/4a8d6cce8c1dc33b2e8181c39efda0f0f28cdfbf?cid=3796d35078a440fd9c34dd8eefe7d600";0
247;"Enescu (composer)";"Enescu";"George Enescu";"George Enescu";1881;1955;"George_Enescu";"Romania";"E Slavic Countries";"Romanian composer, violinist, pianist, conductor, and teacher";"https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Georges_Enesco_1930.jpg/320px-Georges_Enesco_1930.jpg";"https://upload.wikimedia.org/wikipedia/commons/0/00/Georges_Enesco_1930.jpg";"https://en.wikipedia.org/wiki/George_Enescu";2476;"George Enescu, known in France as Georges Enesco, was a Romanian composer, violinist, pianist, conductor, and teacher. He is regarded by many as Romania's most important musician.";0.34;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/3a07672a5fe51e97ecf32a8be5a4e738467d2246?cid=3796d35078a440fd9c34dd8eefe7d600";3
248;"Ireland (composer)";"Ireland";"John Ireland";"John Ireland";1879;1962;"John_Ireland_(composer)";"United Kingdom";"C2 England";"English composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/John_Nicholson_Ireland_%28circa_1920%29.jpg/218px-John_Nicholson_Ireland_%28circa_1920%29.jpg";"https://upload.wikimedia.org/wikipedia/commons/f/fe/John_Nicholson_Ireland_%28circa_1920%29.jpg";"https://en.wikipedia.org/wiki/John_Ireland_(composer)";2110;"John Nicholson Ireland was an English composer and teacher of music. The majority of his output consists of piano miniatures and of songs with piano. His best-known works include the short instrumental or orchestral work ""The Holy Boy"", a setting of the poem ""Sea Fever"" by John Masefield, a formerly much-played Piano Concerto, the hymn tune Love Unknown and the choral motet ""Greater Love Hath No Man"".";0.28;"";3;0;0;0;0;"https://p.scdn.co/mp3-preview/ee5c601b4cc7f4b8de82a028120af631764fe86c?cid=3796d35078a440fd9c34dd8eefe7d600";0
249;"Atterberg (composer)";"Atterberg";"Kurt Atterberg";"Kurt Atterberg";1887;1974;"Kurt_Atterberg";"Sweden";"F Nordic Countries";"Swedish composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Kurt_Atterberg.jpg/313px-Kurt_Atterberg.jpg";"https://upload.wikimedia.org/wikipedia/commons/1/12/Kurt_Atterberg.jpg";"https://en.wikipedia.org/wiki/Kurt_Atterberg";1046;"Kurt Magnus Atterberg was a Swedish composer and engineer. He is best known for his symphonies, operas, and ballets.";0.12;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/38ce4ebc57274f2609f895ff993a276d2024ae27?cid=3796d35078a440fd9c34dd8eefe7d600";0
250;"Carter (composer)";"Carter";"Andrew Carter";"Andrew Carter";1939;2050;"Andrew_Carter_(composer)";"United Kingdom";"C2 England";"British composer and conductor";"";"";"https://en.wikipedia.org/wiki/Andrew_Carter_(composer)";291;"Andrew Carter is an English composer, conductor and arranger.";0.02;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/d863b24169a232721cc901b7cd34260040978c73?cid=3796d35078a440fd9c34dd8eefe7d600";0
251;"Rubinstein (composer)";"Rubinstein";"Anton Rubinstein";"Anton Rubinstein";1829;1894;"Anton_Rubinstein";"Russian Federation";"D Russia";"Russian pianist, composer and conductor";"https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Rubinstein_repin.jpg/234px-Rubinstein_repin.jpg";"https://upload.wikimedia.org/wikipedia/commons/5/57/Rubinstein_repin.jpg";"https://en.wikipedia.org/wiki/Anton_Rubinstein";5804;"Anton Grigorevich Rubinstein was a Russian pianist, composer and conductor who became a pivotal figure in Russian culture when he founded the Saint Petersburg Conservatory. He was the elder brother of Nikolai Rubinstein who founded the Moscow Conservatory.";0.28;"{""context_uri"": ""spotify:album:1EftTiciC3J0LseNwVSP4A"", ""offset"": {""position"": 6}, ""position_ms"": 0}";4;0;0;0;0;"https://p.scdn.co/mp3-preview/5e344beda447b7c8dfb38ba2fd78b0df53629daa?cid=3796d35078a440fd9c34dd8eefe7d600";3
252;"Scharwenka (composer)";"Scharwenka";"Xaver Scharwenka";"Xaver Scharwenka";1850;1924;"Xaver_Scharwenka";"Germany";"A Austria-Germany";"German pianist, composer and teacher";"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Scharwenka2.jpg/256px-Scharwenka2.jpg";"https://upload.wikimedia.org/wikipedia/commons/d/d8/Scharwenka2.jpg";"https://en.wikipedia.org/wiki/Xaver_Scharwenka";1741;"Franz Xaver Scharwenka was a German pianist, composer and teacher of Bohemian-Polish descent. He was the brother of Ludwig Philipp Scharwenka (1847–1917), who was also a composer and teacher of music.";0.13;"";4;0;0;0;0;"https://p.scdn.co/mp3-preview/9615d64abd30f6da183df823f453a77857a4cc6a?cid=3796d35078a440fd9c34dd8eefe7d600";3
253;"Bax (composer)";"Bax";"Arnold Bax";"Arnold Bax";1883;1953;"Arnold_Bax";"United Kingdom";"C2 England";"English composer and poet";"https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Arnold-Bax-iln-2Dec22p.jpg/241px-Arnold-Bax-iln-2Dec22p.jpg";"https://upload.wikimedia.org/wikipedia/commons/c/c0/Arnold-Bax-iln-2Dec22p.jpg";"https://en.wikipedia.org/wiki/Arnold_Bax";7754;"Sir Arnold Edward Trevor Bax was an English composer, poet, and author. His prolific output includes songs, choral music, chamber pieces, and solo piano works, but he is best known for his orchestral music. In addition to a series of symphonic poems he wrote seven symphonies and was for a time widely regarded as the leading British symphonist.";0.47;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/f579bff24cfc78f8b26bb91e565b84cc4608634d?cid=3796d35078a440fd9c34dd8eefe7d600";3
254;"Berwald (composer)";"Berwald";"Franz Berwald";"Franz Berwald";1796;1868;"Franz_Berwald";"Sweden";"F Nordic Countries";"Swedish composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Franz_Berwald_Photo.jpg/215px-Franz_Berwald_Photo.jpg";"https://upload.wikimedia.org/wikipedia/commons/7/77/Franz_Berwald_Photo.jpg";"https://en.wikipedia.org/wiki/Franz_Berwald";1683;"Franz Adolf Berwald was a Swedish Romantic composer. He made his living as an orthopedic surgeon and later as the manager of a saw mill and glass factory, and became more appreciated as a composer after his death than he had been in his lifetime.";0.33;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/1845740248f27fadcd544bef5dcf01224cb5f74e?cid=3796d35078a440fd9c34dd8eefe7d600";0
255;"Alfvén (composer)";"Alfvén";"Hugo Alfvén";"Hugo Alfven";1872;1960;"Hugo_Alfvén";"Sweden";"F Nordic Countries";"Swedish composer, conductor, violinist, and painter";"https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Alfven_Kroyer.jpg/274px-Alfven_Kroyer.jpg";"https://upload.wikimedia.org/wikipedia/commons/5/5a/Alfven_Kroyer.jpg";"https://en.wikipedia.org/wiki/Hugo_Alfvén";1418;"Hugo Emil Alfvén was a Swedish composer, conductor, violinist, and painter.";0.36;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/568f01b92410c5bf06bc10b4d63886f0da3ed0cb?cid=3796d35078a440fd9c34dd8eefe7d600";0
256;"Roussel (composer)";"Roussel";"Albert Roussel";"Albert Roussel";1869;1937;"Albert_Roussel";"France";"B France-Belgium";"French composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Roussel_Albert_1913.jpg/219px-Roussel_Albert_1913.jpg";"https://upload.wikimedia.org/wikipedia/commons/a/ab/Roussel_Albert_1913.jpg";"https://en.wikipedia.org/wiki/Albert_Roussel";2076;"Albert Charles Paul Marie Roussel was a French composer. He spent seven years as a midshipman, turned to music as an adult, and became one of the most prominent French composers of the interwar period. His early works were strongly influenced by the impressionism of Debussy and Ravel, while he later turned toward neoclassicism.";0.34;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/f25cae17c0ffc4e5f6e6adf5c5755433007bdded?cid=3796d35078a440fd9c34dd8eefe7d600";0
257;"Suk (composer)";"Suk";"Josef Suk";"Josef Suk";1874;1935;"Josef_Suk_(composer)";"Czech Republic";"E Slavic Countries";"19th and 20th-century Czech composer and violinist";"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Josef_Suk_sitting028.jpg/286px-Josef_Suk_sitting028.jpg";"https://upload.wikimedia.org/wikipedia/commons/f/f6/Josef_Suk_sitting028.jpg";"https://en.wikipedia.org/wiki/Josef_Suk_(composer)";1160;"Josef Suk was a Czech composer and violinist. He studied under Antonín Dvořák, whose daughter he married.";0.36;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/9b7f5f5578027559542cc84ceb328ee267c187d2?cid=3796d35078a440fd9c34dd8eefe7d600";3
258;"Bantock (composer)";"Bantock";"Granville Bantock";"Granville Bantock";1868;1946;"Granville_Bantock";"United Kingdom";"C2 England";"British composer and conductor";"https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Granville_Bantock_1868_-_1946.jpg/238px-Granville_Bantock_1868_-_1946.jpg";"https://upload.wikimedia.org/wikipedia/commons/1/18/Granville_Bantock_1868_-_1946.jpg";"https://en.wikipedia.org/wiki/Granville_Bantock";3003;"Sir Granville Ransome Bantock was a British composer of classical music.";0.32;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/cec8901f7ddf04d1b6e06aff415d1f2312153404?cid=3796d35078a440fd9c34dd8eefe7d600";0
259;"Raff (composer)";"Raff";"Joachim Raff";"Joachim Raff";1822;1882;"Joachim_Raff";"Switzerland";"A Austria-Germany";"Swiss composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Joseph_Joachim_Raff_cph.3a02067.jpg/264px-Joseph_Joachim_Raff_cph.3a02067.jpg";"https://upload.wikimedia.org/wikipedia/commons/b/b5/Joseph_Joachim_Raff_cph.3a02067.jpg";"https://en.wikipedia.org/wiki/Joachim_Raff";1313;"Joseph Joachim Raff was a German-Swiss composer, teacher and pianist.";0.14;"";7;0;0;0;0;"https://p.scdn.co/mp3-preview/114690e7e846d42bdb34e655beff1c21767cb310?cid=3796d35078a440fd9c34dd8eefe7d600";3
260;"Simpson (composer)";"Simpson";"Robert Simpson";"Robert Simpson";1921;1997;"Robert_Simpson_(composer)";"United Kingdom";"C2 England";"English composer and BBC producer and broadcaster";"";"";"https://en.wikipedia.org/wiki/Robert_Simpson_(composer)";3962;"Robert Wilfred Levick Simpson was an English composer and long-serving BBC producer and broadcaster.";0.24;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/c2e3bf5493ef4da679a6c0a9c74c4465f02c6335?cid=3796d35078a440fd9c34dd8eefe7d600";0
261;"Hanson (composer)";"Hanson";"Raymond Hanson";"Raymond Hanson";1913;1976;"Raymond_Hanson_(composer)";"Austria";"A Austria-Germany";"Australian composer";"";"";"https://en.wikipedia.org/wiki/Raymond_Hanson_(composer)";238;"Raymond (Charles) Hanson AM was an Australian composer and lecturer in composition at the NSW State Conservatorium of Music now known as the Sydney Conservatorium of Music. A highly regarded teacher and mentor to many prominent Australian musicians, such as Don Burrows, Larry Sitsky and Roger Woodward, Hanson himself was largely self-taught.";0.14;"";0;0;0;0;0;"https://p.scdn.co/mp3-preview/1d156291fb5d5d8c589795b20541ae32418f16f1?cid=3796d35078a440fd9c34dd8eefe7d600";0
262;"Popov (composer)";"Popov";"Gavriil Popov";"Gavriil Popov";1904;1972;"Gavriil_Popov_(composer)";"Russian Federation";"D Russia";"Russian composer";"";"";"https://en.wikipedia.org/wiki/Gavriil_Popov_(composer)";942;"Gavriil Nikolayevich Popov was a Soviet Russian composer.";0.07;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/f449f5129230d9546212037d98a7b7b398130b43?cid=3796d35078a440fd9c34dd8eefe7d600";0
263;"Taneyev (composer)";"Taneyev";"Sergei Taneyev";"Sergei Taneyev";1856;1915;"Sergei_Taneyev";"Russian Federation";"D Russia";"Russian composer, pianist, music theorist and teacher";"https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Taneev.jpg/224px-Taneev.jpg";"https://upload.wikimedia.org/wikipedia/commons/1/13/Taneev.jpg";"https://en.wikipedia.org/wiki/Sergei_Taneyev";3582;"Sergey Ivanovich Taneyev was a Russian composer, pianist, teacher of composition, music theorist and author.";0.23;"";4;0;0;0;0;"https://p.scdn.co/mp3-preview/9fe1d5d4cc6627399ce916652fb92d51f1f63f56?cid=3796d35078a440fd9c34dd8eefe7d600";2
264;"Humperdinck (composer)";"Humperdinck";"Engelbert Humperdinck";"Engelbert Humperdinck";1854;1921;"Engelbert_Humperdinck_(composer)";"Germany";"A Austria-Germany";"German composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Humperdinck_Postcard-1910.jpg/211px-Humperdinck_Postcard-1910.jpg";"https://upload.wikimedia.org/wikipedia/commons/7/74/Humperdinck_Postcard-1910.jpg";"https://en.wikipedia.org/wiki/Engelbert_Humperdinck_(composer)";957;"Engelbert Humperdinck was a German composer, best known for his opera Hansel and Gretel.";0.42;"{""context_uri"":""spotify:album:2wJy9o1c0oj68wlUMX3Luv"",""offset"":{""position"":16},""position_ms"":0}";9;0;0;0;0;"https://p.scdn.co/mp3-preview/302d8a78c6e823e2132776f05f2af24196059d64?cid=774b29d4f13844c495f206cafdad9c86";3
265;"Zandonai (composer)";"Zandonai";"Riccardo Zandonai";"Riccardo Zandonai";1883;1944;"Riccardo_Zandonai";"Italy";"C Italy";"Italian composer";"https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Riccardo_Zandonai.jpg/245px-Riccardo_Zandonai.jpg";"https://upload.wikimedia.org/wikipedia/en/b/b8/Riccardo_Zandonai.jpg";"https://en.wikipedia.org/wiki/Riccardo_Zandonai";699;"Riccardo Zandonai was an Italian composer.";0.22;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/f265a1db93417c44f676b0794a50db29ffd900be?cid=3796d35078a440fd9c34dd8eefe7d600";0
266;"Previn (composer)";"Previn";"André Previn";"Andre Previn";1929;2050;"André_Previn";"Germany";"A Austria-Germany";"German-American pianist, conductor and composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Andre_Previn_%28on_In_Tune%2C_BBC_Radio%2C_2012%29.jpg/227px-Andre_Previn_%28on_In_Tune%2C_BBC_Radio%2C_2012%29.jpg";"https://upload.wikimedia.org/wikipedia/commons/0/07/Andre_Previn_%28on_In_Tune%2C_BBC_Radio%2C_2012%29.jpg";"https://en.wikipedia.org/wiki/André_Previn";4523;"André George Previn, KBE is a German-American pianist, conductor, and composer. Previn is the winner of four Academy Awards for his film work and ten Grammy Awards for his recordings.";0.36;"";1;0;0;0;0;"https://p.scdn.co/mp3-preview/dcbbd3d40daf9e2c5ff8c417b7976c6b5aaa8af1?cid=3796d35078a440fd9c34dd8eefe7d600";0
267;"Hasse (composer)";"Hasse";"Johann Adolf Hasse";"Johann Adolf Hasse";1699;1783;"Johann_Adolph_Hasse";"Germany";"A Austria-Germany";"German composer, singer and teacher";"https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Johann_Adolf_Hasse.jpg/258px-Johann_Adolf_Hasse.jpg";"https://upload.wikimedia.org/wikipedia/commons/9/93/Johann_Adolf_Hasse.jpg";"https://en.wikipedia.org/wiki/Johann_Adolph_Hasse";2482;"Johann Adolph Hasse was an 18th-century German composer, singer and teacher of music. Immensely popular in his time, Hasse was best known for his prolific operatic output, though he also composed a considerable quantity of sacred music. Married to soprano Faustina Bordoni and a great friend of librettist Pietro Metastasio, whose libretti he frequently set, Hasse was a pivotal figure in the development of opera seria and 18th-century music.";0.21;"{""context_uri"":""spotify:album:2end9HvrTEzGtV4RNL2fb4"",""offset"":{""position"":0},""position_ms"":0}";41;0;0;0;0;"https://p.scdn.co/mp3-preview/18ef2c3d9565c6f4b16fe524294258db5355043b?cid=3796d35078a440fd9c34dd8eefe7d600";3
269;"Gomes (composer)";"Gomes";"Antônio Carlos Gomes";"Antonio Carlos Gomes";1836;1896;"Antônio_Carlos_Gomes";"Brazil";"L Latin America";"Brazilian composer";"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Carlos_Gomes_%28fototipia%29.jpg/261px-Carlos_Gomes_%28fototipia%29.jpg";"https://upload.wikimedia.org/wikipedia/commons/d/d7/Carlos_Gomes_%28fototipia%29.jpg";"https://en.wikipedia.org/wiki/Antônio_Carlos_Gomes";983;"Antônio Carlos Gomes was the first New World composer whose work was accepted by Europe. The only non-European who was successful as an opera composer in Italy, during the ""golden age of opera"", contemporary to Verdi and Puccini and the first composer of non-European lineage to be accepted into the Classic tradition of music.";0.08;"";2;0;0;0;0;"https://p.scdn.co/mp3-preview/a5639a7f1a1031969b6487d70cbbab07f65176be?cid=3796d35078a440fd9c34dd8eefe7d600";0
